9	1 3 5 7 8 0
4	2 3 5 7 8 0
6	1 2 3 5 7 8 0
9	4 5 7 8 0
9	1 4 5 7 8 0
5	2 4 5 7 8 0
3	1 2 4 5 7 8 0
3	3 4 5 7 8 0
5	1 3 4 5 7 8 0
1	2 3 4 5 7 8 0
1	1 2 3 4 5 7 8 0
9	6 7 8 0
9	1 6 7 8 0
12	2 6 7 8 0
11	1 2 6 7 8 0
11	3 6 7 8 0
12	1 3 6 7 8 0
9	2 3 6 7 8 0
9	1 2 3 6 7 8 0
11	4 6 7 8 0
7	1 4 6 7 8 0
9	2 4 6 7 8 0
3	1 2 4 6 7 8 0
10	3 4 6 7 8 0
11	1 3 4 6 7 8 0
5	2 3 4 6 7 8 0
3	1 2 3 4 6 7 8 0
7	5 6 7 8 0
11	1 5 6 7 8 0
11	2 5 6 7 8 0
10	1 2 5 6 7 8 0
3	3 5 6 7 8 0
9	1 3 5 6 7 8 0
3	2 3 5 6 7 8 0
5	1 2 3 5 6 7 8 0
6	4 5 6 7 8 0
6	1 4 5 6 7 8 0
6	2 4 5 6 7 8 0
4	1 2 4 5 6 7 8 0
4	3 4 5 6 7 8 0
6	1 3 4 5 6 7 8 0
1	2 3 4 5 6 7 8 0
1	1 2 3 4 5 6 7 8 0
8	9 0
8	1 9 0
7	2 9 0
6	1 2 9 0
6	3 9 0
7	1 3 9 0
5	2 3 9 0
5	1 2 3 9 0
7	4 9 0
6	1 4 9 0
11	2 4 9 0
6	1 2 4 9 0
11	3 4 9 0
9	1 3 4 9 0
10	2 3 4 9 0
5	1 2 3 4 9 0
6	5 9 0
7	1 5 9 0
9	2 5 9 0
11	1 2 5 9 0
6	3 5 9 0
11	1 3 5 9 0
5	2 3 5 9 0
10	1 2 3 5 9 0
5	4 5 9 0
5	1 4 5 9 0
9	2 4 5 9 0
7	1 2 4 5 9 0
7	3 4 5 9 0
9	1 3 4 5 9 0
5	2 3 4 5 9 0
5	1 2 3 4 5 9 0
1	6 9 0
1	1 6 9 0
5	2 6 9 0
6	1 2 6 9 0
6	3 6 9 0
5	1 3 6 9 0
9	2 3 6 9 0
9	1 2 3 6 9 0
2	4 6 9 0
1	1 4 6 9 0
7	2 4 6 9 0
8	1 2 4 6 9 0
7	3 4 6 9 0
5	1 3 4 6 9 0
11	2 3 4 6 9 0
7	1 2 3 4 6 9 0
1	5 6 9 0
2	1 5 6 9 0
5	2 5 6 9 0
7	1 2 5 6 9 0
8	3 5 6 9 0
7	1 3 5 6 9 0
7	2 3 5 6 9 0
11	1 2 3 5 6 9 0
1	4 5 6 9 0
1	1 4 5 6 9 0
6	2 4 5 6 9 0
8	1 2 4 5 6 9 0
8	3 4 5 6 9 0
6	1 3 4 5 6 9 0
6	2 3 4 5 6 9 0
6	1 2 3 4 5 6 9 0
7	7 9 0
6	1 7 9 0
11	2 7 9 0
6	1 2 7 9 0
9	3 7 9 0
11	1 3 7 9 0
9	2 3 7 9 0
7	1 2 3 7 9 0
11	4 7 9 0
6	1 4 7 9 0
10	2 4 7 9 0
4	1 2 4 7 9 0
12	3 4 7 9 0
9	1 3 4 7 9 0
11	2 3 4 7 9 0
3	1 2 3 4 7 9 0
11	5 7 9 0
9	1 5 7 9 0
12	2 5 7 9 0
9	1 2 5 7 9 0
9	3 5 7 9 0
12	1 3 5 7 9 0
9	2 3 5 7 9 0
11	1 2 3 5 7 9 0
10	4 5 7 9 0
5	1 4 5 7 9 0
11	2 4 5 7 9 0
3	1 2 4 5 7 9 0
11	3 4 5 7 9 0
9	1 3 4 5 7 9 0
7	2 3 4 5 7 9 0
3	1 2 3 4 5 7 9 0
3	6 7 9 0
4	1 6 7 9 0
9	2 6 7 9 0
6	1 2 6 7 9 0
11	3 6 7 9 0
10	1 3 6 7 9 0
12	2 3 6 7 9 0
11	1 2 3 6 7 9 0
3	4 6 7 9 0
1	1 4 6 7 9 0
5	2 4 6 7 9 0
1	1 2 4 6 7 9 0
9	3 4 6 7 9 0
5	1 3 4 6 7 9 0
9	2 3 4 6 7 9 0
3	1 2 3 4 6 7 9 0
3	5 6 7 9 0
3	1 5 6 7 9 0
9	2 5 6 7 9 0
5	1 2 5 6 7 9 0
7	3 5 6 7 9 0
11	1 3 5 6 7 9 0
11	2 3 5 6 7 9 0
10	1 2 3 5 6 7 9 0
4	4 5 6 7 9 0
1	1 4 5 6 7 9 0
6	2 4 5 6 7 9 0
1	1 2 4 5 6 7 9 0
6	3 4 5 6 7 9 0
6	1 3 4 5 6 7 9 0
6	2 3 4 5 6 7 9 0
4	1 2 3 4 5 6 7 9 0
6	8 9 0
7	1 8 9 0
11	2 8 9 0
9	1 2 8 9 0
6	3 8 9 0
11	1 3 8 9 0
7	2 3 8 9 0
9	1 2 3 8 9 0
9	4 8 9 0
11	1 4 8 9 0
12	2 4 8 9 0
9	1 2 4 8 9 0
9	3 4 8 9 0
12	1 3 4 8 9 0
11	2 3 4 8 9 0
9	1 2 3 4 8 9 0
6	5 8 9 0
11	1 5 8 9 0
9	2 5 8 9 0
12	1 2 5 8 9 0
4	3 5 8 9 0
10	1 3 5 8 9 0
3	2 3 5 8 9 0
11	1 2 3 5 8 9 0
5	4 5 8 9 0
10	1 4 5 8 9 0
9	2 4 5 8 9 0
11	1 2 4 5 8 9 0
3	3 4 5 8 9 0
11	1 3 4 5 8 9 0
3	2 3 4 5 8 9 0
7	1 2 3 4 5 8 9 0
4	6 8 9 0
3	1 6 8 9 0
10	2 6 8 9 0
11	1 2 6 8 9 0
6	3 6 8 9 0
9	1 3 6 8 9 0
11	2 3 6 8 9 0
12	1 2 3 6 8 9 0
3	4 6 8 9 0
3	1 4 6 8 9 0
11	2 4 6 8 9 0
7	1 2 4 6 8 9 0
5	3 4 6 8 9 0
9	1 3 4 6 8 9 0
10	2 3 4 6 8 9 0
11	1 2 3 4 6 8 9 0
1	5 6 8 9 0
3	1 5 6 8 9 0
5	2 5 6 8 9 0
9	1 2 5 6 8 9 0
1	3 5 6 8 9 0
5	1 3 5 6 8 9 0
3	2 3 5 6 8 9 0
9	1 2 3 5 6 8 9 0
1	4 5 6 8 9 0
4	1 4 5 6 8 9 0
6	2 4 5 6 8 9 0
6	1 2 4 5 6 8 9 0
1	3 4 5 6 8 9 0
6	1 3 4 5 6 8 9 0
4	2 3 4 5 6 8 9 0
6	1 2 3 4 5 6 8 9 0
5	7 8 9 0
5	1 7 8 9 0
10	2 7 8 9 0
5	1 2 7 8 9 0
5	3 7 8 9 0
10	1 3 7 8 9 0
5	2 3 7 8 9 0
5	1 2 3 7 8 9 0
9	4 7 8 9 0
7	1 4 7 8 9 0
11	2 4 7 8 9 0
3	1 2 4 7 8 9 0
9	3 4 7 8 9 0
11	1 3 4 7 8 9 0
7	2 3 4 7 8 9 0
3	1 2 3 4 7 8 9 0
7	5 7 8 9 0
9	1 5 7 8 9 0
11	2 5 7 8 9 0
9	1 2 5 7 8 9 0
3	3 5 7 8 9 0
11	1 3 5 7 8 9 0
3	2 3 5 7 8 9 0
7	1 2 3 5 7 8 9 0
5	4 5 7 8 9 0
5	1 4 5 7 8 9 0
7	2 4 5 7 8 9 0
3	1 2 4 5 7 8 9 0
3	3 4 5 7 8 9 0
7	1 3 4 5 7 8 9 0
2	2 3 4 5 7 8 9 0
2	1 2 3 4 5 7 8 9 0
3	6 7 8 9 0
3	1 6 7 8 9 0
11	2 6 7 8 9 0
7	1 2 6 7 8 9 0
7	3 6 7 8 9 0
11	1 3 6 7 8 9 0
9	2 3 6 7 8 9 0
9	1 2 3 6 7 8 9 0
3	4 6 7 8 9 0
2	1 4 6 7 8 9 0
7	2 4 6 7 8 9 0
2	1 2 4 6 7 8 9 0
5	3 4 6 7 8 9 0
7	1 3 4 6 7 8 9 0
5	2 3 4 6 7 8 9 0
3	1 2 3 4 6 7 8 9 0
2	5 6 7 8 9 0
3	1 5 6 7 8 9 0
7	2 5 6 7 8 9 0
5	1 2 5 6 7 8 9 0
2	3 5 6 7 8 9 0
7	1 3 5 6 7 8 9 0
3	2 3 5 6 7 8 9 0
5	1 2 3 5 6 7 8 9 0
1	4 5 6 7 8 9 0
1	1 4 5 6 7 8 9 0
8	2 4 5 6 7 8 9 0
1	1 2 4 5 6 7 8 9 0
1	3 4 5 6 7 8 9 0
8	1 3 4 5 6 7 8 9 0
1	2 3 4 5 6 7 8 9 0
1	1 2 3 4 5 6 7 8 9 0
1	10 0
1	1 10 0
2	2 10 0
1	1 2 10 0
1	3 10 0
2	1 3 10 0
1	2 3 10 0
1	1 2 3 10 0
5	4 10 0
6	1 4 10 0
7	2 4 10 0
8	1 2 4 10 0
5	3 4 10 0
7	1 3 4 10 0
6	2 3 4 10 0
8	1 2 3 4 10 0
6	5 10 0
5	1 5 10 0
7	2 5 10 0
5	1 2 5 10 0
8	3 5 10 0
7	1 3 5 10 0
8	2 3 5 10 0
6	1 2 3 5 10 0
9	4 5 10 0
9	1 4 5 10 0
11	2 4 5 10 0
7	1 2 4 5 10 0
7	3 4 5 10 0
11	1 3 4 5 10 0
6	2 3 4 5 10 0
6	1 2 3 4 5 10 0
8	6 10 0
8	1 6 10 0
7	2 6 10 0
6	1 2 6 10 0
6	3 6 10 0
7	1 3 6 10 0
5	2 3 6 10 0
5	1 2 3 6 10 0
7	4 6 10 0
6	1 4 6 10 0
11	2 4 6 10 0
6	1 2 4 6 10 0
9	3 4 6 10 0
11	1 3 4 6 10 0
9	2 3 4 6 10 0
7	1 2 3 4 6 10 0
6	5 6 10 0
7	1 5 6 10 0
11	2 5 6 10 0
9	1 2 5 6 10 0
6	3 5 6 10 0
11	1 3 5 6 10 0
7	2 3 5 6 10 0
9	1 2 3 5 6 10 0
5	4 5 6 10 0
5	1 4 5 6 10 0
10	2 4 5 6 10 0
5	1 2 4 5 6 10 0
5	3 4 5 6 10 0
10	1 3 4 5 6 10 0
5	2 3 4 5 6 10 0
5	1 2 3 4 5 6 10 0
3	7 10 0
4	1 7 10 0
3	2 7 10 0
1	1 2 7 10 0
3	3 7 10 0
3	1 3 7 10 0
4	2 3 7 10 0
1	1 2 3 7 10 0
9	4 7 10 0
6	1 4 7 10 0
5	2 4 7 10 0
1	1 2 4 7 10 0
9	3 4 7 10 0
5	1 3 4 7 10 0
6	2 3 4 7 10 0
1	1 2 3 4 7 10 0
11	5 7 10 0
10	1 5 7 10 0
9	2 5 7 10 0
5	1 2 5 7 10 0
7	3 5 7 10 0
11	1 3 5 7 10 0
6	2 3 5 7 10 0
6	1 2 3 5 7 10 0
12	4 5 7 10 0
11	1 4 5 7 10 0
9	2 4 5 7 10 0
3	1 2 4 5 7 10 0
11	3 4 5 7 10 0
10	1 3 4 5 7 10 0
6	2 3 4 5 7 10 0
4	1 2 3 4 5 7 10 0
7	6 7 10 0
6	1 6 7 10 0
11	2 6 7 10 0
6	1 2 6 7 10 0
11	3 6 7 10 0
9	1 3 6 7 10 0
10	2 3 6 7 10 0
5	1 2 3 6 7 10 0
11	4 6 7 10 0
6	1 4 6 7 10 0
10	2 4 6 7 10 0
4	1 2 4 6 7 10 0
12	3 4 6 7 10 0
9	1 3 4 6 7 10 0
11	2 3 4 6 7 10 0
3	1 2 3 4 6 7 10 0
9	5 6 7 10 0
11	1 5 6 7 10 0
12	2 5 6 7 10 0
9	1 2 5 6 7 10 0
9	3 5 6 7 10 0
12	1 3 5 6 7 10 0
11	2 3 5 6 7 10 0
9	1 2 3 5 6 7 10 0
9	4 5 6 7 10 0
7	1 4 5 6 7 10 0
11	2 4 5 6 7 10 0
3	1 2 4 5 6 7 10 0
9	3 4 5 6 7 10 0
11	1 3 4 5 6 7 10 0
7	2 3 4 5 6 7 10 0
3	1 2 3 4 5 6 7 10 0
4	8 10 0
3	1 8 10 0
3	2 8 10 0
3	1 2 8 10 0
1	3 8 10 0
3	1 3 8 10 0
1	2 3 8 10 0
4	1 2 3 8 10 0
10	4 8 10 0
11	1 4 8 10 0
11	2 4 8 10 0
7	1 2 4 8 10 0
5	3 4 8 10 0
9	1 3 4 8 10 0
6	2 3 4 8 10 0
6	1 2 3 4 8 10 0
6	5 8 10 0
9	1 5 8 10 0
5	2 5 8 10 0
9	1 2 5 8 10 0
1	3 5 8 10 0
5	1 3 5 8 10 0
1	2 3 5 8 10 0
6	1 2 3 5 8 10 0
11	4 5 8 10 0
12	1 4 5 8 10 0
10	2 4 5 8 10 0
11	1 2 4 5 8 10 0
3	3 4 5 8 10 0
9	1 3 4 5 8 10 0
4	2 3 4 5 8 10 0
6	1 2 3 4 5 8 10 0
6	6 8 10 0
7	1 6 8 10 0
9	2 6 8 10 0
11	1 2 6 8 10 0
6	3 6 8 10 0
11	1 3 6 8 10 0
5	2 3 6 8 10 0
10	1 2 3 6 8 10 0
11	4 6 8 10 0
9	1 4 6 8 10 0
12	2 4 6 8 10 0
9	1 2 4 6 8 10 0
9	3 4 6 8 10 0
12	1 3 4 6 8 10 0
9	2 3 4 6 8 10 0
11	1 2 3 4 6 8 10 0
6	5 6 8 10 0
11	1 5 6 8 10 0
9	2 5 6 8 10 0
12	1 2 5 6 8 10 0
4	3 5 6 8 10 0
10	1 3 5 6 8 10 0
3	2 3 5 6 8 10 0
11	1 2 3 5 6 8 10 0
7	4 5 6 8 10 0
9	1 4 5 6 8 10 0
11	2 4 5 6 8 10 0
9	1 2 4 5 6 8 10 0
3	3 4 5 6 8 10 0
11	1 3 4 5 6 8 10 0
3	2 3 4 5 6 8 10 0
7	1 2 3 4 5 6 8 10 0
3	7 8 10 0
3	1 7 8 10 0
3	2 7 8 10 0
2	1 2 7 8 10 0
2	3 7 8 10 0
3	1 3 7 8 10 0
1	2 3 7 8 10 0
1	1 2 3 7 8 10 0
11	4 7 8 10 0
7	1 4 7 8 10 0
7	2 4 7 8 10 0
2	1 2 4 7 8 10 0
7	3 4 7 8 10 0
5	1 3 4 7 8 10 0
8	2 3 4 7 8 10 0
1	1 2 3 4 7 8 10 0
7	5 7 8 10 0
11	1 5 7 8 10 0
5	2 5 7 8 10 0
7	1 2 5 7 8 10 0
2	3 5 7 8 10 0
7	1 3 5 7 8 10 0
1	2 3 5 7 8 10 0
8	1 2 3 5 7 8 10 0
9	4 5 7 8 10 0
9	1 4 5 7 8 10 0
5	2 4 5 7 8 10 0
3	1 2 4 5 7 8 10 0
3	3 4 5 7 8 10 0
5	1 3 4 5 7 8 10 0
1	2 3 4 5 7 8 10 0
1	1 2 3 4 5 7 8 10 0
5	6 7 8 10 0
5	1 6 7 8 10 0
9	2 6 7 8 10 0
7	1 2 6 7 8 10 0
7	3 6 7 8 10 0
9	1 3 6 7 8 10 0
5	2 3 6 7 8 10 0
5	1 2 3 6 7 8 10 0
10	4 6 7 8 10 0
5	1 4 6 7 8 10 0
11	2 4 6 7 8 10 0
3	1 2 4 6 7 8 10 0
11	3 4 6 7 8 10 0
9	1 3 4 6 7 8 10 0
7	2 3 4 6 7 8 10 0
3	1 2 3 4 6 7 8 10 0
5	5 6 7 8 10 0
10	1 5 6 7 8 10 0
9	2 5 6 7 8 10 0
11	1 2 5 6 7 8 10 0
3	3 5 6 7 8 10 0
11	1 3 5 6 7 8 10 0
3	2 3 5 6 7 8 10 0
7	1 2 3 5 6 7 8 10 0
5	4 5 6 7 8 10 0
5	1 4 5 6 7 8 10 0
7	2 4 5 6 7 8 10 0
3	1 2 4 5 6 7 8 10 0
3	3 4 5 6 7 8 10 0
7	1 3 4 5 6 7 8 10 0
2	2 3 4 5 6 7 8 10 0
2	1 2 3 4 5 6 7 8 10 0
1	9 10 0
1	1 9 10 0
3	2 9 10 0
4	1 2 9 10 0
4	3 9 10 0
3	1 3 9 10 0
3	2 3 9 10 0
3	1 2 3 9 10 0
5	4 9 10 0
6	1 4 9 10 0
9	2 4 9 10 0
6	1 2 4 9 10 0
10	3 4 9 10 0
11	1 3 4 9 10 0
11	2 3 4 9 10 0
7	1 2 3 4 9 10 0
6	5 9 10 0
5	1 5 9 10 0
11	2 5 9 10 0
10	1 2 5 9 10 0
6	3 5 9 10 0
9	1 3 5 9 10 0
7	2 3 5 9 10 0
11	1 2 3 5 9 10 0
9	4 5 9 10 0
9	1 4 5 9 10 0
12	2 4 5 9 10 0
11	1 2 4 5 9 10 0
11	3 4 5 9 10 0
12	1 3 4 5 9 10 0
9	2 3 4 5 9 10 0
9	1 2 3 4 5 9 10 0
1	6 9 10 0
1	1 6 9 10 0
5	2 6 9 10 0
6	1 2 6 9 10 0
6	3 6 9 10 0
5	1 3 6 9 10 0
9	2 3 6 9 10 0
9	1 2 3 6 9 10 0
3	4 6 9 10 0
4	1 4 6 9 10 0
9	2 4 6 9 10 0
6	1 2 4 6 9 10 0
11	3 4 6 9 10 0
10	1 3 4 6 9 10 0
12	2 3 4 6 9 10 0
11	1 2 3 4 6 9 10 0
4	5 6 9 10 0
3	1 5 6 9 10 0
10	2 5 6 9 10 0
11	1 2 5 6 9 10 0
6	3 5 6 9 10 0
9	1 3 5 6 9 10 0
11	2 3 5 6 9 10 0
12	1 2 3 5 6 9 10 0
3	4 5 6 9 10 0
3	1 4 5 6 9 10 0
11	2 4 5 6 9 10 0
7	1 2 4 5 6 9 10 0
7	3 4 5 6 9 10 0
11	1 3 4 5 6 9 10 0
9	2 3 4 5 6 9 10 0
9	1 2 3 4 5 6 9 10 0
2	7 9 10 0
1	1 7 9 10 0
3	2 7 9 10 0
1	1 2 7 9 10 0
3	3 7 9 10 0
3	1 3 7 9 10 0
3	2 3 7 9 10 0
2	1 2 3 7 9 10 0
7	4 7 9 10 0
8	1 4 7 9 10 0
5	2 4 7 9 10 0
1	1 2 4 7 9 10 0
11	3 4 7 9 10 0
7	1 3 4 7 9 10 0
7	2 3 4 7 9 10 0
2	1 2 3 4 7 9 10 0
7	5 7 9 10 0
5	1 5 7 9 10 0
9	2 5 7 9 10 0
5	1 2 5 7 9 10 0
5	3 5 7 9 10 0
9	1 3 5 7 9 10 0
5	2 3 5 7 9 10 0
7	1 2 3 5 7 9 10 0
11	4 5 7 9 10 0
7	1 4 5 7 9 10 0
9	2 4 5 7 9 10 0
3	1 2 4 5 7 9 10 0
10	3 4 5 7 9 10 0
11	1 3 4 5 7 9 10 0
5	2 3 4 5 7 9 10 0
3	1 2 3 4 5 7 9 10 0
2	6 7 9 10 0
1	1 6 7 9 10 0
7	2 6 7 9 10 0
8	1 2 6 7 9 10 0
7	3 6 7 9 10 0
5	1 3 6 7 9 10 0
11	2 3 6 7 9 10 0
7	1 2 3 6 7 9 10 0
3	4 6 7 9 10 0
1	1 4 6 7 9 10 0
5	2 4 6 7 9 10 0
1	1 2 4 6 7 9 10 0
9	3 4 6 7 9 10 0
5	1 3 4 6 7 9 10 0
9	2 3 4 6 7 9 10 0
3	1 2 3 4 6 7 9 10 0
3	5 6 7 9 10 0
3	1 5 6 7 9 10 0
11	2 5 6 7 9 10 0
7	1 2 5 6 7 9 10 0
5	3 5 6 7 9 10 0
9	1 3 5 6 7 9 10 0
10	2 3 5 6 7 9 10 0
11	1 2 3 5 6 7 9 10 0
3	4 5 6 7 9 10 0
2	1 4 5 6 7 9 10 0
7	2 4 5 6 7 9 10 0
2	1 2 4 5 6 7 9 10 0
5	3 4 5 6 7 9 10 0
7	1 3 4 5 6 7 9 10 0
5	2 3 4 5 6 7 9 10 0
3	1 2 3 4 5 6 7 9 10 0
1	8 9 10 0
2	1 8 9 10 0
3	2 8 9 10 0
3	1 2 8 9 10 0
1	3 8 9 10 0
3	1 3 8 9 10 0
2	2 3 8 9 10 0
3	1 2 3 8 9 10 0
5	4 8 9 10 0
7	1 4 8 9 10 0
9	2 4 8 9 10 0
5	1 2 4 8 9 10 0
5	3 4 8 9 10 0
9	1 3 4 8 9 10 0
7	2 3 4 8 9 10 0
5	1 2 3 4 8 9 10 0
8	5 8 9 10 0
7	1 5 8 9 10 0
7	2 5 8 9 10 0
11	1 2 5 8 9 10 0
1	3 5 8 9 10 0
5	1 3 5 8 9 10 0
2	2 3 5 8 9 10 0
7	1 2 3 5 8 9 10 0
7	4 5 8 9 10 0
11	1 4 5 8 9 10 0
11	2 4 5 8 9 10 0
10	1 2 4 5 8 9 10 0
3	3 4 5 8 9 10 0
9	1 3 4 5 8 9 10 0
3	2 3 4 5 8 9 10 0
5	1 2 3 4 5 8 9 10 0
1	6 8 9 10 0
2	1 6 8 9 10 0
5	2 6 8 9 10 0
7	1 2 6 8 9 10 0
8	3 6 8 9 10 0
7	1 3 6 8 9 10 0
7	2 3 6 8 9 10 0
11	1 2 3 6 8 9 10 0
3	4 6 8 9 10 0
3	1 4 6 8 9 10 0
9	2 4 6 8 9 10 0
5	1 2 4 6 8 9 10 0
7	3 4 6 8 9 10 0
11	1 3 4 6 8 9 10 0
11	2 3 4 6 8 9 10 0
10	1 2 3 4 6 8 9 10 0
1	5 6 8 9 10 0
3	1 5 6 8 9 10 0
5	2 5 6 8 9 10 0
9	1 2 5 6 8 9 10 0
1	3 5 6 8 9 10 0
5	1 3 5 6 8 9 10 0
3	2 3 5 6 8 9 10 0
9	1 2 3 5 6 8 9 10 0
2	4 5 6 8 9 10 0
3	1 4 5 6 8 9 10 0
7	2 4 5 6 8 9 10 0
5	1 2 4 5 6 8 9 10 0
2	3 4 5 6 8 9 10 0
7	1 3 4 5 6 8 9 10 0
3	2 3 4 5 6 8 9 10 0
5	1 2 3 4 5 6 8 9 10 0
1	7 8 9 10 0
1	1 7 8 9 10 0
4	2 7 8 9 10 0
1	1 2 7 8 9 10 0
1	3 7 8 9 10 0
4	1 3 7 8 9 10 0
1	2 3 7 8 9 10 0
1	1 2 3 7 8 9 10 0
6	4 7 8 9 10 0
8	1 4 7 8 9 10 0
6	2 4 7 8 9 10 0
1	1 2 4 7 8 9 10 0
6	3 4 7 8 9 10 0
6	1 3 4 7 8 9 10 0
8	2 3 4 7 8 9 10 0
1	1 2 3 4 7 8 9 10 0
8	5 7 8 9 10 0
6	1 5 7 8 9 10 0
6	2 5 7 8 9 10 0
6	1 2 5 7 8 9 10 0
1	3 5 7 8 9 10 0
6	1 3 5 7 8 9 10 0
1	2 3 5 7 8 9 10 0
8	1 2 3 5 7 8 9 10 0
6	4 5 7 8 9 10 0
6	1 4 5 7 8 9 10 0
6	2 4 5 7 8 9 10 0
4	1 2 4 5 7 8 9 10 0
4	3 4 5 7 8 9 10 0
6	1 3 4 5 7 8 9 10 0
1	2 3 4 5 7 8 9 10 0
1	1 2 3 4 5 7 8 9 10 0
1	6 7 8 9 10 0
1	1 6 7 8 9 10 0
6	2 6 7 8 9 10 0
8	1 2 6 7 8 9 10 0
8	3 6 7 8 9 10 0
6	1 3 6 7 8 9 10 0
6	2 3 6 7 8 9 10 0
6	1 2 3 6 7 8 9 10 0
4	4 6 7 8 9 10 0
1	1 4 6 7 8 9 10 0
6	2 4 6 7 8 9 10 0
1	1 2 4 6 7 8 9 10 0
6	3 4 6 7 8 9 10 0
6	1 3 4 6 7 8 9 10 0
6	2 3 4 6 7 8 9 10 0
